Class Label Short,File_Name,Transcript,abusive,audio_path,text,file_exists
P,H_TE_003_P_M_010_003,కూపం లో ఓడిపోయి చాచి జేరి మల్లి ఒక సరి గెలిచావ్ కదా. నువు ఎక్కడ కాదు చేత నీ కొడుకు చేత కబాటే కదా మరి మంగళగిరి లో ఓడించి వై స్ ర్ పార్టీ పెట్టిన అభ్యర్థి పైన. ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_010_003.npy,కూపం లో ఓడిపోయి చాచి జేరి మల్లి ఒక సరి గెలిచావ్ కదా. నువు ఎక్కడ కాదు చేత నీ కొడుకు చేత కబాటే కదా మరి మంగళగిరి లో ఓడించి వై స్ ర్ పార్టీ పెట్టిన అభ్యర్థి పైన. ,True
P,H_TE_003_P_M_010_005,"కే సి ర్ గతంలో నీ గురించి ఎం చెప్పాడు, నీ లాంటి డర్టీ పాలిటిక్స్ ఎక్కడ కూడా చూడలేదు చంద్ర బాబు నాయుడు లాంటి వేక్తిని అని చెప్పాడు. ఎక్కడో కాంగ్రెస్ పార్టీ జెలిస్త్జ్ అక్కడ సంకెళ్లు అక్కడ అయన ఏదో గెలిచి నట్టుగా సంకలు గుద్దుకుంటున్నాడు. ","[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_010_005.npy,"కే సి ర్ గతంలో నీ గురించి ఎం చెప్పాడు, నీ లాంటి డర్టీ పాలిటిక్స్ ఎక్కడ కూడా చూడలేదు చంద్ర బాబు నాయుడు లాంటి వేక్తిని అని చెప్పాడు. ఎక్కడో కాంగ్రెస్ పార్టీ జెలిస్త్జ్ అక్కడ సంకెళ్లు అక్కడ అయన ఏదో గెలిచి నట్టుగా సంకలు గుద్దుకుంటున్నాడు. ",True
P,H_TE_003_P_M_010_006,మీరు లక్షల కోట్లు స్కామ్ లు చేసి దాని ఏదో రకంగా మీ కుల రాజకీయం చేయడానికి చుస్తునారు. ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_010_006.npy,మీరు లక్షల కోట్లు స్కామ్ లు చేసి దాని ఏదో రకంగా మీ కుల రాజకీయం చేయడానికి చుస్తునారు. ,True
P,H_TE_003_P_M_011_001,కెసిఆర్ అని మూడు అక్షరాలా పదం ఏయ్ లేకపోతే ఇవాళ వున్నా టీపీసీసీ ఎక్కడిది ఈ బీజేపీ ఎక్కడిది ఈ చిల్లర నయాలకి ఈ పదవులు ఎక్కడివి ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_011_001.npy,కెసిఆర్ అని మూడు అక్షరాలా పదం ఏయ్ లేకపోతే ఇవాళ వున్నా టీపీసీసీ ఎక్కడిది ఈ బీజేపీ ఎక్కడిది ఈ చిల్లర నయాలకి ఈ పదవులు ఎక్కడివి ,True
P,H_TE_003_P_M_011_002,మా నాలుక మాడ పెడితే మీరు ఎక్కడ ఉంటాడు అర్ నైనా మీరు జీవితం అంత వాడింది ఏయ్ నాలుకేయ్ గ ర నానిన మీ అయ్యా నెమో కాంగ్రెస్ వాళ్ళ బూతులు నాకడానికి నువ్వు ఏమో సినిమా వాళ్ళ సంఖ్య నాకడానికి మీ నాలుకు వాడి ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_011_002.npy,మా నాలుక మాడ పెడితే మీరు ఎక్కడ ఉంటాడు అర్ నైనా మీరు జీవితం అంత వాడింది ఏయ్ నాలుకేయ్ గ ర నానిన మీ అయ్యా నెమో కాంగ్రెస్ వాళ్ళ బూతులు నాకడానికి నువ్వు ఏమో సినిమా వాళ్ళ సంఖ్య నాకడానికి మీ నాలుకు వాడి ,True
P,H_TE_003_P_M_012_001,వేళ్ళు ముఖ్య మంత్రి ఐఎండీ ఎప్పుడు కాంగ్రెస్ గెలిస్తేనే కదా కాంగ్రెస్ కి రవి సెట్లు కూడా రావు రెవెన్త్ రెడ్డి ముఖ్య మంత్రి ఐడి లే లేదు మను ఐడి లేదు అంత ఉత్తినే గ్యాసు ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_012_001.npy,వేళ్ళు ముఖ్య మంత్రి ఐఎండీ ఎప్పుడు కాంగ్రెస్ గెలిస్తేనే కదా కాంగ్రెస్ కి రవి సెట్లు కూడా రావు రెవెన్త్ రెడ్డి ముఖ్య మంత్రి ఐడి లే లేదు మను ఐడి లేదు అంత ఉత్తినే గ్యాసు ,True
P,H_TE_003_P_M_012_002,ఫాల్తూ రెవెన్త్ రెడ్డి చెప్పే మాటలు వాళ్ళు తెచ్చే మందు సీసాలు వాళ్ళు ఇచ్ఛ నోట్ల ఖాతాలకు మీరు ఏయ్ మాత్రం కూడా మోసపోవద్దు అని చెపుతున్న రెవెన్త్ రెడ్డి కి ఒక నీతి లేదు ఓ పదాతి లేదు ఓ నియమం లేదు ముఖ్య మంత్రి ని పట్టుకొని పిండం పెడతా అంటదు ఇష్టం వోచిన గబ్బు అంత మాట్లాడతాడు ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_012_002.npy,ఫాల్తూ రెవెన్త్ రెడ్డి చెప్పే మాటలు వాళ్ళు తెచ్చే మందు సీసాలు వాళ్ళు ఇచ్ఛ నోట్ల ఖాతాలకు మీరు ఏయ్ మాత్రం కూడా మోసపోవద్దు అని చెపుతున్న రెవెన్త్ రెడ్డి కి ఒక నీతి లేదు ఓ పదాతి లేదు ఓ నియమం లేదు ముఖ్య మంత్రి ని పట్టుకొని పిండం పెడతా అంటదు ఇష్టం వోచిన గబ్బు అంత మాట్లాడతాడు ,True
P,H_TE_003_P_M_013_001,కాంగ్రెస్ పార్టీ ముందు యాభై ఎల్లా కు చేసిని తప్పులు కు ముక్కు నెలకు రాసి క్షమాపణ చెప్పండి గతం లో సావకోటినాడుకు తెలంగా లో ని వందల మంది పిల్ల లకు క్షమాపణ చెప్పండి కరెంటు ఇవ్వనందుకు క్షమాపణ చెప్పండి తగు నీరు ఇవ్వ నదుకు క్షమాపణ చెప్పండి రోగులు ఇవ్వ కుండా సావకోటినాడుకు క్షమాపణ చెప్పండి ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_013_001.npy,కాంగ్రెస్ పార్టీ ముందు యాభై ఎల్లా కు చేసిని తప్పులు కు ముక్కు నెలకు రాసి క్షమాపణ చెప్పండి గతం లో సావకోటినాడుకు తెలంగా లో ని వందల మంది పిల్ల లకు క్షమాపణ చెప్పండి కరెంటు ఇవ్వనందుకు క్షమాపణ చెప్పండి తగు నీరు ఇవ్వ నదుకు క్షమాపణ చెప్పండి రోగులు ఇవ్వ కుండా సావకోటినాడుకు క్షమాపణ చెప్పండి ,True
P,H_TE_003_P_M_013_002,భారతీయ జనతా పార్టీ తొమిది ఏళ్ళు గ నికృష్ట రాజకీయాలు చేస్తూ ఇవాళ తెలంగా కు ఒక మెడికల్ కాలాగే కాదు కదా ఒక నవోదయ పాఠశాల ఇవ్వకుండా వేదిస్తునాడుకు రిటైర్ రాదు చేస్తునాడుకు అన్ని పాపలుకు క్షమాపణ చెప్పి తెలంగాణ ప్రజలను వేడుకొని ఓట్లు ఆదుకోండి ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_013_002.npy,భారతీయ జనతా పార్టీ తొమిది ఏళ్ళు గ నికృష్ట రాజకీయాలు చేస్తూ ఇవాళ తెలంగా కు ఒక మెడికల్ కాలాగే కాదు కదా ఒక నవోదయ పాఠశాల ఇవ్వకుండా వేదిస్తునాడుకు రిటైర్ రాదు చేస్తునాడుకు అన్ని పాపలుకు క్షమాపణ చెప్పి తెలంగాణ ప్రజలను వేడుకొని ఓట్లు ఆదుకోండి ,True
P,H_TE_003_P_M_015_001,ప్రజా శాంతి పార్టీ ని గెలిపించండి లేకపోతే ఓట్లు వేయకుండా ఇంట్లో వుండండి  ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_015_001.npy,ప్రజా శాంతి పార్టీ ని గెలిపించండి లేకపోతే ఓట్లు వేయకుండా ఇంట్లో వుండండి  ,True
P,H_TE_003_P_M_015_002,ఇప్పుడు పవన్ కళ్యాణ్ గురించి చెపుతున్న ఇప్పుడు టీడీపీ కి పాతిక సెట్లు లకి అమ్ముడుకుపోతాడు అన్న అమ్ముడు పోయాడు ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_015_002.npy,ఇప్పుడు పవన్ కళ్యాణ్ గురించి చెపుతున్న ఇప్పుడు టీడీపీ కి పాతిక సెట్లు లకి అమ్ముడుకుపోతాడు అన్న అమ్ముడు పోయాడు ,True
P,H_TE_003_P_M_015_004,కాపులు అఞ్ఞదరు నా వైపు ఏయ్ వున్నారు బుడ్డి లీని కాపులు తప్ప మురుకులు తప్ప్ప అబానీతులు తప్ప స్ప్ర్దపరులు తప్ప ఫ్యస్కో లు తప్ప ప్రపంచ కాపు లీడర్ వాడు కబువల నీకు అమ్ముడుకు పోయిన పవన్ స్టార్ కావాలా,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_015_004.npy,కాపులు అఞ్ఞదరు నా వైపు ఏయ్ వున్నారు బుడ్డి లీని కాపులు తప్ప మురుకులు తప్ప్ప అబానీతులు తప్ప స్ప్ర్దపరులు తప్ప ఫ్యస్కో లు తప్ప ప్రపంచ కాపు లీడర్ వాడు కబువల నీకు అమ్ముడుకు పోయిన పవన్ స్టార్ కావాలా,True
P,H_TE_003_P_M_016_001,బుడ్డి లేని వాడు ఎవడు మీ జండాలు మోస్తరు జనసేన ఎలాగా పాతిక సేతులకి మేము కుకాలమా దుమ్ము లేస్తే కుక్కలు లగే అముడుకు పోయారు పాతిక సేతులకి టీడీపీ కి అమ్ముడుకు పోయాడు బీజేపీ కి తొత్తులు ఇపోయారు జనసేన ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_016_001.npy,బుడ్డి లేని వాడు ఎవడు మీ జండాలు మోస్తరు జనసేన ఎలాగా పాతిక సేతులకి మేము కుకాలమా దుమ్ము లేస్తే కుక్కలు లగే అముడుకు పోయారు పాతిక సేతులకి టీడీపీ కి అమ్ముడుకు పోయాడు బీజేపీ కి తొత్తులు ఇపోయారు జనసేన ,True
P,H_TE_003_P_M_016_002,పవన్ కళ్యాణ్ ఫాన్స్ అందరు ఏ ఓట్లు వేసేవాడు కాదు తూపు తూపు అని వేయి కి ఒకడు జై జనసేన అని అంటావుంటాడు అసలు ఐనా ఓట్లు ఉంటే గనక బీజేపీ తో టీడీపీ తో పోట్లు పెట్టుకుంటాడు ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_016_002.npy,పవన్ కళ్యాణ్ ఫాన్స్ అందరు ఏ ఓట్లు వేసేవాడు కాదు తూపు తూపు అని వేయి కి ఒకడు జై జనసేన అని అంటావుంటాడు అసలు ఐనా ఓట్లు ఉంటే గనక బీజేపీ తో టీడీపీ తో పోట్లు పెట్టుకుంటాడు ,True
P,H_TE_003_P_M_016_003,మాత కల్లోలాలు సూర్తించే చెరిత్ర బీజేపీ డీ అన్నారు తెరాస మ్మెల్సీ కన్నె ప్రభాకర్ ,"[0.0, 0.0, 0.0, 1.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_003_P_M_016_003.npy,మాత కల్లోలాలు సూర్తించే చెరిత్ర బీజేపీ డీ అన్నారు తెరాస మ్మెల్సీ కన్నె ప్రభాకర్ ,True
G,H_TE_002_G_F_005_001,కొజ్జా న కొడుకులు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_005_001.npy,కొజ్జా న కొడుకులు ,True
G,H_TE_002_G_F_009_004,ట్రాన్సగెండెర్స్ కి ఎక్కడ ఏమి ఛాన్సులు ఉండవు లైఫ్ అంత  బెగ్గింగ్ సెక్సవర్కర్లు ఇవ్వే ఇంగ షాప్ ఓపెనింగ్స్ ఇలాంటి వాటికి పూజలకే వెళ్ళాలి ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_009_004.npy,ట్రాన్సగెండెర్స్ కి ఎక్కడ ఏమి ఛాన్సులు ఉండవు లైఫ్ అంత  బెగ్గింగ్ సెక్సవర్కర్లు ఇవ్వే ఇంగ షాప్ ఓపెనింగ్స్ ఇలాంటి వాటికి పూజలకే వెళ్ళాలి ,True
G,H_TE_002_G_F_009_005,"మీరు ట్రాన్సగెండెర్ గ మారిన తరువాత  బెగ్గింగ్ గానే ఎందుకు ఉన్నారు జాబ్ అనేది ఎందుకు చేయలేదు ఇన్ని సంవత్సరాల నుండి, భయం వేసేది ఫస్ట్ ట్రాన్సగెండెర్స్ కి ఇలాంటి అవకాశాలు ఇస్తారా ఎవరైనా ఇంటర్వూస్ లో  పిలుస్తారా ","[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_009_005.npy,"మీరు ట్రాన్సగెండెర్ గ మారిన తరువాత  బెగ్గింగ్ గానే ఎందుకు ఉన్నారు జాబ్ అనేది ఎందుకు చేయలేదు ఇన్ని సంవత్సరాల నుండి, భయం వేసేది ఫస్ట్ ట్రాన్సగెండెర్స్ కి ఇలాంటి అవకాశాలు ఇస్తారా ఎవరైనా ఇంటర్వూస్ లో  పిలుస్తారా ",True
G,H_TE_002_G_F_009_006,ఎందుకంటే ట్రాన్స్ ఇయి ఉండి నువ్వు బిగింగ్ చేయకుండా ఇవ్వని ఎందుకు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_009_006.npy,ఎందుకంటే ట్రాన్స్ ఇయి ఉండి నువ్వు బిగింగ్ చేయకుండా ఇవ్వని ఎందుకు ,True
G,H_TE_002_G_F_010_003,"అరేయ్ వీడేంట్రా ట్రాన్స్ దగరికి వెళ్తున్నాడు అనే ఒక పాయింట్ అవుట్ చేస్తారు , చేస్తారు కాబట్టి ","[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_010_003.npy,"అరేయ్ వీడేంట్రా ట్రాన్స్ దగరికి వెళ్తున్నాడు అనే ఒక పాయింట్ అవుట్ చేస్తారు , చేస్తారు కాబట్టి ",True
G,H_TE_002_G_F_010_004,ఇప్పుడు ఎవరైనా మేము ట్రాన్సగెండెర్ డాగర ప్రేమ పొందాలి అంటే ఆ అబ్బాయి ని కొనుకోవాలి డబ్బులు ఇచ్చి ఆ ప్రేమ ని కొనుకోవాల్సి వస్తుంది ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_010_004.npy,ఇప్పుడు ఎవరైనా మేము ట్రాన్సగెండెర్ డాగర ప్రేమ పొందాలి అంటే ఆ అబ్బాయి ని కొనుకోవాలి డబ్బులు ఇచ్చి ఆ ప్రేమ ని కొనుకోవాల్సి వస్తుంది ,True
G,H_TE_002_G_F_011_001,ఇప్పుడు ఇలా అబ్బాయి లు అబ్బాయిలని ఇష్ట పాడుకుంటూ పోతే మీ వారసత్వానికి నెక్స్ట్ స్టెప్ ఎవరు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_001.npy,ఇప్పుడు ఇలా అబ్బాయి లు అబ్బాయిలని ఇష్ట పాడుకుంటూ పోతే మీ వారసత్వానికి నెక్స్ట్ స్టెప్ ఎవరు ,True
G,H_TE_002_G_F_011_002,అబ్బాయిలు అబ్బాయిలు లవ్ ఎలా చేసుకుంటారు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_002.npy,అబ్బాయిలు అబ్బాయిలు లవ్ ఎలా చేసుకుంటారు ,True
G,H_TE_002_G_F_011_004,ఇప్పుడు మిమల్ని చూసే కుళ్ళు తో సచ్చిపోతున్న మరి  మీకు ఎందుకు బాయ్స్ మీద ఫీలింగ్స్ వస్తాయి గర్ల్స్ మీద ఫీలింగ్స్ ఎందుకు రావు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_004.npy,ఇప్పుడు మిమల్ని చూసే కుళ్ళు తో సచ్చిపోతున్న మరి  మీకు ఎందుకు బాయ్స్ మీద ఫీలింగ్స్ వస్తాయి గర్ల్స్ మీద ఫీలింగ్స్ ఎందుకు రావు ,True
G,H_TE_002_G_F_011_007,నువ్వు సూడడానికి ఇంత అందం గ ఉన్నావ్ హేఈఘ్ట్ ఉంది పర్సనాలిటీ ఉంది నీకందయ్యా బాయ్స్ ని చుస్తే ఇష్ట పడుతావ్ గర్ల్స్ ని చూసి ఇంత వరకు ఇష్ట పడలేదా ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_007.npy,నువ్వు సూడడానికి ఇంత అందం గ ఉన్నావ్ హేఈఘ్ట్ ఉంది పర్సనాలిటీ ఉంది నీకందయ్యా బాయ్స్ ని చుస్తే ఇష్ట పడుతావ్ గర్ల్స్ ని చూసి ఇంత వరకు ఇష్ట పడలేదా ,True
G,H_TE_002_G_F_011_009,అసలు మీరు ఒక గే ఇప్పుడు ఇంకొక గే ని ఎట్లా ఐడెంటిఫై చేసుకుంటురు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_009.npy,అసలు మీరు ఒక గే ఇప్పుడు ఇంకొక గే ని ఎట్లా ఐడెంటిఫై చేసుకుంటురు ,True
G,H_TE_002_G_F_011_010,ఏదో లిప్స్టిక్ లు వేసుకుంటే నో ఆడతనం తో ఉంటేనే నో వాలందరికి ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_010.npy,ఏదో లిప్స్టిక్ లు వేసుకుంటే నో ఆడతనం తో ఉంటేనే నో వాలందరికి ,True
G,H_TE_002_G_F_011_012,నువ్వు ఏందీ పోర్న్ చూపిస్తుంటే కూడా నువ్వు  చుడవ్  అమ్మాయి ల దంటే అమ్మాయిల పోర్న్ నీకు ఇష్టం లేదా మేము అమ్మాయిల గురించి మాట్లాడుతుంటే నువ్వు ఇష్టం లేనట్టు వెళ్లిపోతుంటావ్ నువ్వు ఏమైనా తేడానా అది ఇది ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_012.npy,నువ్వు ఏందీ పోర్న్ చూపిస్తుంటే కూడా నువ్వు  చుడవ్  అమ్మాయి ల దంటే అమ్మాయిల పోర్న్ నీకు ఇష్టం లేదా మేము అమ్మాయిల గురించి మాట్లాడుతుంటే నువ్వు ఇష్టం లేనట్టు వెళ్లిపోతుంటావ్ నువ్వు ఏమైనా తేడానా అది ఇది ,True
G,H_TE_002_G_F_011_013,గే పర్సన్ లో కూడా రేప్ లు ఇయితయ్ అని విన్నాం అది నిజమే న కచ్చితంగా ఇయితయ్ సి ఒక అబ్బాయి ని ఒక అబ్బాయి ఎలా రేప్ చేస్తాడు అండి ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_013.npy,గే పర్సన్ లో కూడా రేప్ లు ఇయితయ్ అని విన్నాం అది నిజమే న కచ్చితంగా ఇయితయ్ సి ఒక అబ్బాయి ని ఒక అబ్బాయి ఎలా రేప్ చేస్తాడు అండి ,True
G,H_TE_002_G_F_011_014,మరి మీరు ఎప్పుడు ఇలా అబ్బాయిలు అబ్బాయిలని ఇష్టపడుకుంటూ పోతే మీ వారసాతవానికి నెక్స్ట్ స్టెప్ ఎవరు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_011_014.npy,మరి మీరు ఎప్పుడు ఇలా అబ్బాయిలు అబ్బాయిలని ఇష్టపడుకుంటూ పోతే మీ వారసాతవానికి నెక్స్ట్ స్టెప్ ఎవరు ,True
G,H_TE_002_G_F_013_001,లైకె అంటే గయ్స్ అన్న వాలు అబ్బాయిలు లని టచ్ చేస్తారు వాళ్లకు ఇష్టం లేకపోయినా లైక్ చాలా వింటూ ఉంటారు మీరు వినండి లైక్ గయ్స్ అన్న వారు అబ్బాయి ని ఇష్టం లీకున్నా టచ్ చేస్తారు కొంచెం ఫోర్స్ చేస్తారు చాలా వరకు వింటూ ఉంటాం లైక్ ఇలా వేధిస్తూ ఉంటారు గే పెఒప్లె అని చెప్పేసి ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_013_001.npy,లైకె అంటే గయ్స్ అన్న వాలు అబ్బాయిలు లని టచ్ చేస్తారు వాళ్లకు ఇష్టం లేకపోయినా లైక్ చాలా వింటూ ఉంటారు మీరు వినండి లైక్ గయ్స్ అన్న వారు అబ్బాయి ని ఇష్టం లీకున్నా టచ్ చేస్తారు కొంచెం ఫోర్స్ చేస్తారు చాలా వరకు వింటూ ఉంటాం లైక్ ఇలా వేధిస్తూ ఉంటారు గే పెఒప్లె అని చెప్పేసి ,True
G,H_TE_002_G_F_014_001,నా మీద బతికి ఉన్నా గోజ్జ లంగాకొడుకులారా ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_014_001.npy,నా మీద బతికి ఉన్నా గోజ్జ లంగాకొడుకులారా ,True
G,H_TE_002_G_F_015_001,నువ్వు మోగానివి కదా ర మోగానివి మోగ తీరు వాడి లేక్క గేమ్ ఆడ లే ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_015_001.npy,నువ్వు మోగానివి కదా ర మోగానివి మోగ తీరు వాడి లేక్క గేమ్ ఆడ లే ,True
G,H_TE_002_G_F_021_001,దేని ద్వారా ఇయితే సంఖ్య బలాన్ని పెంచుకోవచ్చు దేని ద్వార్గా ఇయితే స్త్రీ ని పిల్లలు కానే మెషిన్ లాగ చేసుకోవ ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_021_001.npy,దేని ద్వారా ఇయితే సంఖ్య బలాన్ని పెంచుకోవచ్చు దేని ద్వార్గా ఇయితే స్త్రీ ని పిల్లలు కానే మెషిన్ లాగ చేసుకోవ ,True
G,H_TE_002_G_F_024_001,నేను అట్లా పని చేసేదాన్ని కాదు నేను ఇంట్లో వంట చేసేకి వచ్చాను అంటే ఆహా నువ్వు ఇలాంటి దానివే నువ్వు చూడం ఎట్లా పాతివ్రతావో నువ్వు అని నాకు ఉరి వేయబోయారు ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_024_001.npy,నేను అట్లా పని చేసేదాన్ని కాదు నేను ఇంట్లో వంట చేసేకి వచ్చాను అంటే ఆహా నువ్వు ఇలాంటి దానివే నువ్వు చూడం ఎట్లా పాతివ్రతావో నువ్వు అని నాకు ఉరి వేయబోయారు ,True
G,H_TE_002_G_F_025_001,ఆడది మొగవాడికి బానిస కాదు మగవాడే ఆడ దానికి బానిస శివుడు అర్ధనశ్వరుడు కాదు అర్ధనారీశ్వరి ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_025_001.npy,ఆడది మొగవాడికి బానిస కాదు మగవాడే ఆడ దానికి బానిస శివుడు అర్ధనశ్వరుడు కాదు అర్ధనారీశ్వరి ,True
G,H_TE_002_G_F_031_001,ముఖ్యం గ స్త్రీల పట్ల మహిళలకు గురకలు తప్పనిసరి పది ఏలు పై బడిన బాలికలు ఎవరు బడులకు వెళ్ళకూడదు అంతే కాకుండా సంగీతం టీవీ సినిమాలు నిషేధం ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_031_001.npy,ముఖ్యం గ స్త్రీల పట్ల మహిళలకు గురకలు తప్పనిసరి పది ఏలు పై బడిన బాలికలు ఎవరు బడులకు వెళ్ళకూడదు అంతే కాకుండా సంగీతం టీవీ సినిమాలు నిషేధం ,True
G,H_TE_002_G_F_031_002,స్త్రీ లకి విద్య హక్కు ఉంది కానీ ఎడ్యుకేషన్ కానీ కానీ మొహానికి ముసుకు కప్పుకోవడం కానివండి లేకపోతే ఆలా వాలు ముసుకు కప్పుకోకపోతే వాలాను కొట్టడం ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_031_002.npy,స్త్రీ లకి విద్య హక్కు ఉంది కానీ ఎడ్యుకేషన్ కానీ కానీ మొహానికి ముసుకు కప్పుకోవడం కానివండి లేకపోతే ఆలా వాలు ముసుకు కప్పుకోకపోతే వాలాను కొట్టడం ,True
G,H_TE_002_G_F_031_003,చాలా ఇంపార్టెంట్ పాయింట్ ఏంటి అంటే మీరు లోపల ఎక్కడో గృహం లో చదువుకోవాలి అని నమాజ్ ఇండియా లో మసీద్ లో లేడీస్ కి ప్లేస్ ఎక్కడ ఉంటది ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_031_003.npy,చాలా ఇంపార్టెంట్ పాయింట్ ఏంటి అంటే మీరు లోపల ఎక్కడో గృహం లో చదువుకోవాలి అని నమాజ్ ఇండియా లో మసీద్ లో లేడీస్ కి ప్లేస్ ఎక్కడ ఉంటది ,True
G,H_TE_002_G_F_032_001,దానిలో చెప్పింది ఏంటి అంటే అమ్మాయి లకి ఉద్యోగం ఉంటె చాలు ఆ అమ్మాయి కి కన్ను వంకర ఉన్నా కాలు వంకర ఉన్నా పర్వాలేదు ఉద్యగం చేస్తే చాలు అనేటు వంటి ద్రోరణ అబ్బాయిల లో పెరిగిపోతుంది ,"[0.0, 1.0, 0.0, 0.0, 0.0]",/kaggle/input/hs-telugu-npy/audio_npy/H_TE_002_G_F_032_001.npy,దానిలో చెప్పింది ఏంటి అంటే అమ్మాయి లకి ఉద్యోగం ఉంటె చాలు ఆ అమ్మాయి కి కన్ను వంకర ఉన్నా కాలు వంకర ఉన్నా పర్వాలేదు ఉద్యగం చేస్తే చాలు అనేటు వంటి ద్రోరణ అబ్బాయిల లో పెరిగిపోతుంది ,True
